กกุธภัณฑ์	๒๕๕๔	สัญลักษณ์สำคัญแห่งความเป็นพระมหากษัตริย์ คือ ๑. พระมหาพิชัยมงกุฎ ๒. พระแสงขรรค์ชัยศรี ๓. ธารพระกรชัยพฤกษ์ ๔. วาลวีชนี (พัดกับแส้) ๕. ฉลองพระบาท รวมเรียกว่าเบญจราชกกุธภัณฑ์ ทั้งนี้ บางสมัยใช้เครื่องราชกกุธภัณฑ์แตกต่างกัน เช่น ใช้ฉัตรแทนพระมหาพิชัยมงกุฎ.(ป. กกุธ ว่า เครื่องหมายความเป็นพระราชา + ภณฺฑ ว่า ของใช้; ระบุไว้ในอภิธานัปปทีปิกา คาถาที่ ๓๕๘ ว่า พระขรรค์ ฉัตร อุณหิส ฉลองพระบาท วาลวีชนี คือ มีฉัตรแทนธารพระกร; ในจดหมายเหตุบรมราชาภิเษก รัชกาลที่ ๒ มีทั้งฉัตรและธารพระกร พระแสงขรรค์ พระแสงดาบ วาลวีชนี พระมหาพิชัยมงกุฎ และฉลองพระบาท รวมเป็น ๗ สิ่ง.วาลวีชนี ที่ปรากฏวัตถุเป็นพัดกับแส้จามรีนั้น แต่ก่อนเป็นพัดใบตาลอย่างที่เรียกว่า พัชนีฝักมะขาม ต่อมาท่านเห็นควรเป็นแส้จามรีจะถูกกว่า เพราะศัพท์ว่าวาลวีชนี หมายความเป็นแส้ขนโคชนิดหนึ่ง จึงสร้างแส้จามรีขึ้น แต่ก็ไม่อาจเลิกพัดใบตาลของเก่า เป็นอันรวมไว้ทั้ง ๒ อย่างในเครื่องที่เรียกว่า วาลวีชนี).
กกุธภัณฑ์	๒๕๖๙	(ราชา) เครื่องใช้ที่เป็นเครื่องหมายแสดงความเป็นพระมหากษัตริย์ เรียกว่า เครื่องราชกกุธภัณฑ์ สัญลักษณ์สำคัญแห่งความเป็นพระมหากษัตริย์ คือ ๑. พระมหาพิชัยมงกุฎ ๒. พระแสงขรรค์ชัยศรี ๓. ธารพระกรชัยพฤกษ์ ๔. วาลวีชนี (พัดกับแส้) ๕. ฉลองพระบาทเชิงงอน รวมเรียกว่าเบญจราชกกุธภัณฑ์ ทั้งนี้ บางสมัยใช้เครื่องราชกกุธภัณฑ์แตกต่างกัน เช่น ใช้ฉัตรแทนพระมหาพิชัยมงกุฎ. (ป. กกุธ ว่า เครื่องหมายความเป็นพระราชา + ภณฺฑ ว่า ของใช้).
กกเสา	๒๕๕๔	ส่วนของเสาที่อยู่ติดกับพื้นเรือน เช่น นั่งพิงกกเสา.
กกเสา	๒๕๖๙	ส่วนของเสาที่อยู่ติดกับพื้นเรือน เช่น นั่งพิงกกเสา .
กง	๒๕๔๒	น. เรียกคำหรือพยางค์ที่มีตัว ง สะกด ว่า แม่กง หรือ มาตรากง.
กง	๒๕๕๔	เรียกคำหรือพยางค์ที่มีตัว ง สะกด ว่า มาตรากงหรือแม่กง.
กง	๒๕๖๙	วง, ส่วนรอบของล้อเกวียนหรือล้อรถม้าเป็นต้น, บางทีก็ใช้คู่กับคำ วง ว่า เป็นวงเป็นกง.
กงกอน	๒๕๔๒	ดู โกงกาง.
กงกอน	๒๕๕๔	ดู โกงกาง.
กงกอน	๒๕๖๙	ดู โกงกาง.
กงการ	๒๕๔๒	(ปาก) น. กิจการ, หน้าที่, ธุระ, เช่น กงการอะไรของคุณ ไม่ใช่กงการของฉัน.
กงการ	๒๕๕๔	กิจการ, หน้าที่, ธุระ, เช่น กงการอะไรของคุณ ไม่ใช่กงการของฉัน.
กงการ	๒๕๖๙	(ปาก) กิจการ, หน้าที่, ธุระ, เช่น กงการอะไรของคุณ, ไม่ใช่กงการของฉัน , ในบทประพันธ์ใช้ว่า กนการ ก็มี เช่น กนการอะไรของเจ้าเฝ้าแสบร้อน (ขุนช้างขุนแผน-แจ้ง).
กงข้าง	๒๕๔๒	น. กงที่ตรึงข้างไม่ถึงท้องเรือสลับกับกงวาน. (ตํานานภาษีอากร).
กงข้าง	๒๕๕๔	กงที่ตรึงข้างไม่ถึงท้องเรือสลับกับกงวาน.
กงข้าง	๒๕๖๙	(โบ) กงที่ตรึงข้างไม่ถึงท้องเรือสลับกับกงวาน. (ตํานานภาษีอากร).
กงค้าง	๒๕๕๔	กงที่ตรึงข้างไม่ถึงท้องเรือสลับกับกงวาน.
กงจักร	๒๕๔๒	น. สิ่งที่มีรูปเป็นวงกลม มีริมเป็นแฉก&#160;ๆ โดยรอบ.
กงจักร	๒๕๕๔	สิ่งที่มีรูปเป็นวงกลม มีริมเป็นแฉกๆ โดยรอบ.
กงจักร	๒๕๖๙	สิ่งที่มีรูปเป็นวงกลม มีริมเป็นแฉก ๆ โดยรอบ.
กงฉาก	๒๕๔๒	น. เครื่องยึดมุมฉาก.
กงฉาก	๒๕๕๔	เครื่องมือทางช่างชนิดหนึ่ง สำหรับหามฉากในการปักผังหรือกำหนดผังเสา โดยใช้ไม้แบนที่มีความยาวพอสมควรมาประกอบให้เป็นมุม ๙๐ องศา แล้วยึดปลายทั้ง ๒ ข้างด้วยไม้อีกชิ้นหนึ่ง.
กงฉาก	๒๕๖๙	ไม้สำหรับยึดขาทั้งสองของไม้ฉากซึ่งเป็นเครื่องมือทางช่างชนิดหนึ่ง สำหรับทาบมุมฉากในการปักผังหรือกำหนดระดับฝังเสา.
กงพัด	๒๕๔๒	น. กงสําหรับพัด เป็นรูปใบพัดที่หมุนได้ เช่น กงพัดสีลม กงพัดเครื่องสีฝัด กงพัดเครื่องระหัด; ประตูหมุน; เครื่องมือชนิดหนึ่งเป็นไม้ยาวประมาณ ๕๐ เซนติเมตร เจาะรูหัวท้าย ใส่ไม้ขวาง สําหรับพัดด้าย.
กงพัด	๒๕๕๔	กงสำหรับพัด เป็นรูปใบพัดที่หมุนได้ เช่น กงพัดสีลม กงพัดเครื่องสีฝัด กงพัดเครื่องระหัด
กงพัด	๒๕๖๙	กงสำหรับพัด เป็นรูปใบพัดที่หมุนได้ เช่น กงพัดสีลม, กงพัดเครื่องสีฝัด, กงพัดเครื่องระหัด .
กงวาน	๒๕๔๒	น. กงที่มีรูสําหรับนํ้าเดินที่ท้องเรือ. (ม. ร่ายยาว กุมาร).
กงวาน	๒๕๕๔	กงที่มีรูสำหรับนํ้าเดินที่ท้องเรือ เช่น สำเภาลำใดของพาณิชซึ่งจะตกแต่งต่อติดเป็นกงวาน (ม. ร่ายยาว กุมาร).
กงวาน	๒๕๖๙	กงที่มีรูสําหรับนํ้าไหลผ่านที่ท้องเรือ เช่น สำเภาลำใดของพาณิชซึ่งจะตกแต่งต่อติดเป็นกงวาน . (ม. ร่ายยาว กุมาร).
กงสี	๒๕๔๒	น. ของกองกลางที่ใช้รวมกันสําหรับคนหมู่หนึ่ง&#160;ๆ, หุ้นส่วน, บริษัท. (จ. กงซี ว่า บริษัททําการค้า, กิจการที่จัดเป็นสาธารณะ).
กงสี	๒๕๕๔	ของกองกลางที่ใช้รวมกันสำหรับคนหมู่หนึ่งๆ, หุ้นส่วน, บริษัท.
กงสี	๒๕๖๙	ของกองกลางที่ใช้รวมกันสําหรับคนหมู่หนึ่ง ๆ, หุ้นส่วน, บริษัท. (จ. กงซี ว่า บริษัททําการค้า, กิจการที่จัดเป็นสาธารณะ).
กงสุล	๒๕๔๒	(กฎ) น. ชื่อตําแหน่งของบุคคลซึ่งรัฐบาลของประเทศหนึ่งแต่งตั้งให้เป็นผู้แทนประจําอยู่ในเมืองต่าง&#160;ๆ ของอีกประเทศหนึ่ง เพื่อทําหน้าที่ช่วยเหลือคนชาติของประเทศผู้แต่งตั้งกงสุลที่ไปอยู่ในเมืองต่างประเทศนั้น&#160;ๆ และเพื่อดูแลผลประโยชน์ทั่วไปของประเทศผู้แต่งตั้ง โดยเฉพาะอย่างยิ่งในด้านการพาณิชย์ กงสุลมี ๒ ประเภท คือ (๑) กงสุลโดยอาชีพ ได้แก่ ผู้ที่เป็นข้าราชการของประเทศผู้แต่งตั้ง และ (๒) กงสุลกิตติมศักดิ์ ได้แก่ ผู้ได้รับแต่งตั้งซึ่งมิใช่ข้าราชการและไม่ได้รับเงินเดือน ซึ่งอาจเป็นคนชาติของประเทศผู้แต่งตั้ง หรือคนชาติอื่นก็ได้ กงสุลที่มีตําแหน่งเป็นหัวหน้าสถานกงสุลมี ๔ ระดับ คือ กงสุลใหญ่ กงสุล รองกงสุล และตัวแทนฝ่ายกงสุล.<2t>ว. เกี่ยวกับกงสุล เช่น สถานกงสุล เขตกงสุล พนักงานฝ่ายกงสุล. (ฝ. consul).
กงสุล	๒๕๕๔	ชื่อตำแหน่งของบุคคลซึ่งรัฐบาลของประเทศหนึ่งแต่งตั้งให้เป็นผู้แทนประจำอยู่ในเมืองต่างๆ ของอีกประเทศหนึ่ง เพื่อทำหน้าที่ช่วยเหลือคนชาติของตนและดูแลผลประโยชน์ทั่วไปของประเทศของตน.
กงสุล	๒๕๖๙	ตำแหน่งของบุคคลซึ่งรัฐบาลของประเทศหนึ่งแต่งตั้งให้เป็นผู้แทนประจำอยู่ในเมืองต่าง ๆ ของอีกประเทศหนึ่ง เพื่อทำหน้าที่ช่วยเหลือคนชาติของตนและดูแลผลประโยชน์ทั่วไปของประเทศของตน (อ. consul).
กงเกวียน	๒๕๔๒	น. ล้อเกวียน.
กงเกวียน	๒๕๕๔	ล้อเกวียน.
กงเกวียน	๒๕๖๙	ล้อเกวียน.
กงเกวียนกำเกวียน	๒๕๔๒	(สํา) ใช้เป็นคําอุปมาหมายความว่า เวรสนองเวร, กรรมสนองกรรม, เช่น ทําแก่เขาอย่างไร ตนหรือลูกหลานเป็นต้นของตนก็อาจจะถูกทำในทำนองเดียวกันอย่างนั้นบ้าง เป็นกงเกวียนกําเกวียน.
กงเกวียนกำเกวียน	๒๕๕๔	ใช้เป็นคำอุปมาหมายความว่า เวรสนองเวร, กรรมสนองกรรม, เช่น ทำแก่เขาอย่างไร ตนหรือลูกหลานเป็นต้นของตนก็อาจจะถูกทำในทำนองเดียวกันอย่างนั้นบ้าง เป็นกงเกวียนกำเกวียน.
กงเกวียนกำเกวียน	๒๕๖๙	(สำ) กงล้อเกวียนหมุนไป ซี่ล้อเกวียนก็หมุนตามไปด้วย, เกิดตามกันไป เช่น อันทุกข์โศกโรคภัยในมนุษย์ ไม่รู้สุดสิ้นลงที่ตรงไหน เป็นกงเกวียนกำเกวียนเวียนระไว จงหักใจเสียเถิดเจ้าเยาวมาลย์ (อภัย).
กงเต้ก	๒๕๖๙	การทําบุญให้แก่ผู้ตายตามพิธีของนักบวช นิกายจีนและญวน มีการสวดและเผากระดาษที่ทําเป็นรูปต่าง ๆ มีบ้านเรือน คนใช้ เป็นต้น. (จ. ว่า บุญ, บุญคุณ).
กงเต๊ก	๒๕๔๒	น. การทําบุญให้แก่ผู้ตายตามพิธีของนักบวชนิกายจีนและญวน มีการสวดและเผากระดาษที่ทําเป็นรูปต่าง&#160;ๆ มีบ้านเรือน คนใช้ เป็นต้น. (จ.).
กงเต๊ก	๒๕๕๔	การทำบุญให้แก่ผู้ตายตามพิธีของนักบวชนิกายจีนและญวน มีการสวดและเผากระดาษที่ทำเป็นรูปต่างๆ มีบ้านเรือน คนใช้ เป็นต้น.
กงเวียน	๒๕๔๒	(โบ) น. เครื่องมือสำหรับเขียนวงกลม ส่วนโค้งของวงกลม หรือกะระยะ ทำด้วยโลหะ มี ๒ ขา ปลายข้างหนึ่งแหลม ปลายอีกข้างหนึ่งมีดินสอเป็นต้น อีกแบบหนึ่งมีปลายแหลมทั้ง ๒ ข้าง แบบหลังนี้ใช้สำหรับเขียนบนโลหะก็ได้, กางเวียน หรือ วงเวียน ก็ว่า.
กงเวียน	๒๕๕๔	เครื่องมือสำหรับเขียนวงกลม ส่วนโค้งของวงกลม หรือกะระยะ ทำด้วยโลหะ มี ๒ ขา ปลายข้างหนึ่งแหลม ปลายอีกข้างหนึ่งมีดินสอเป็นต้น อีกแบบหนึ่งมีปลายแหลมทั้ง ๒ ข้าง แบบหลังนี้ใช้สำหรับเขียนบนโลหะก็ได้, กางเวียน ก็ว่า, ปัจจุบันเรียกว่า วงเวียน.
กงเวียน	๒๕๖๙	(โบ) เครื่องมือสำหรับเขียนวงกลม ส่วนโค้งของวงกลม หรือกะระยะ ทำด้วยโลหะ มี ๒ ขา ปลายข้างหนึ่งแหลม ปลายอีกข้างหนึ่งมีดินสอเป็นต้น อีกแบบหนึ่งมีปลายแหลมทั้ง ๒ ข้าง แบบหลังนี้ใช้สำหรับเขียนบนโลหะก็ได้, กางเวียน ก็ว่า, ปัจจุบันเรียกว่า วงเวียน.
กงโก้	๒๕๔๒	(ปาก) ว. โก่ง&#160;ๆ โค้ง&#160;ๆ เช่น ยืนกงโก้, หลังโกงไม่น่าดู เช่น ผอมกงโก้; เกะกะไม่เรียบร้อย เช่น กงโก้กงกก, โกงโก้ ก็ว่า.
กงโก้	๒๕๕๔	โก่งๆ โค้งๆ เช่น ยืนกงโก้, หลังโกงไม่น่าดู เช่น ผอมกงโก้
กงโก้	๒๕๖๙	(ปาก) โก่ง ๆ โค้ง ๆ เช่น ยืนกงโก้ , หลังโกงไม่น่าดู เช่น ผอมกงโก้ , โโกงโก้ ก็ว่า.
กงโก้กงกก	๒๕๖๙	เกะกะ ยืนก็ไม่ยืน นั่งก็ไม่นั่ง เช่น ยืนกงโก้กงกก .
กงไฉ่	๒๕๔๒	น. ผักกาดเค็มชนิดหนึ่งของจีน. (จ. ก้งไฉ่ ว่า ผักดองเค็ม).
กช	๒๕๔๒	[กด, กดชะ-] (กลอน; ตัดมาจาก บงกช) น. ดอกบัว เช่น ดุจบัวอันบานชู กชกรรณิกามาศ. (สมุทรโฆษ), โดยมากใช้เข้าคู่กับคํา กร เป็น กรกช เช่น กรกชชุลีคัล. (อิเหนาคําฉันท์). (ป. ปงฺกช).
กช	๒๕๕๔	ดอกบัว เช่น ดุจบัวอันบานชู กชกรรณิกามาศ (สมุทรโฆษ), โดยมากใช้เข้าคู่กับคำ กร เป็น กรกช เช่น กรกชชุลีคัล
กช	๒๕๖๙	(วรรณ) นอกเหนือจากความหมายทั่วไป ดอกบัว เช่น ดุจบัวอันบานชู กชกรรณิกามาศ (สมุทรโฆษ), โดยมากใช้คู่กับคํา กร เป็น กรกช เช่น กรกชชุลีคัล (อิเหนาคําฉันท์). (ส. กช ว่า เกิดในน้ำ หมายถึง ดอกบัว).
กช-	๒๕๕๔	ดอกบัว เช่น ดุจบัวอันบานชู กชกรรณิกามาศ (สมุทรโฆษ), โดยมากใช้เข้าคู่กับคำ กร เป็น กรกช เช่น กรกชชุลีคัล
กชกร	๒๕๔๒	[กดชะกอน] (กลอน) น. &#147;ดอกบัวคือมือ&#148; คือ กระพุ่มมือ เช่น กชกรต่างแต่งตั้ง ศิรสา. (หริภุญชัย).
กชกร	๒๕๕๔	“ดอกบัวคือมือ” คือ กระพุ่มมือ เช่น กชกรต่างแต่งตั้ง ศิรสา
กชกร	๒๕๖๙	(แบบ) มือที่กระพุ่มเหมือนดอกบัว.
กฎ	๒๕๔๒	[กด] (โบ) ก. จดไว้เป็นหลักฐาน เช่น ให้นายยกกระบัตรกฎปากหลากคําไว้. (กฎหมายอายัดทาส), ตรา เช่น ตรัสแก่ขุนศรีภูริปรีชาให้กฎเป็นตําราไว้. (อัยการเบ็ดเสร็จ), &#147;พระมหาธรรมราชาก็ตรัสให้กฎลงมาให้เอาพระยารามเป็นพระยาพิชัย&#148;. (พงศ. ๑๑๓๖). (เทียบ ข. กต่ ว่า จด).<2t>น. คําบังคับ เช่น จึ่งสมเด็จพระมหินทราธิราชเจ้าแผ่นดินก็ตรัสให้ทําตามกฎให้ลงมานั้นทุกประการ. (พงศ. ๑๑๓๖); (กฎ) ข้อกําหนดหรือข้อบัญญัติที่บังคับให้ต้องมีการปฏิบัติตาม เช่น กฎกระทรวง กฎหมาย; (วิทยา) ข้อกําหนดในเรื่องธรรมชาติตามที่ค้นคว้าได้. (อ. law).
กฎ	๒๕๕๔	จดไว้เป็นหลักฐาน เช่น ให้นายยกกระบัตรกฎปากหลากคำไว้ (กฎหมายอายัดทาส), ตรา เช่น ตรัสแก่ขุนศรีภูริปรีชาให้กฎเป็นตำราไว้ (อัยการเบ็ดเสร็จ), พระมหาธรรมราชาก็ตรัสให้กฎลงมาให้เอาพระยารามเป็นพระยาพิชัย (เทียบ ข. กต่ ว่า จด).
กฎ	๒๕๖๙	(โบ) จดไว้เป็นหลักฐาน เช่น ให้นายยกกระบัตรกฎปากหลากคำไว้ (กฎหมายอายัดทาส), ตรา เช่น ตรัสแก่ขุนศรีภูริปรีชาให้กฎเป็นตำราไว้ (สามดวง เบ็ดเสร็จ), พระมหาธรรมราชาก็ตรัสให้กฎลงมาให้เอาพระยารามเป็นพระยาพิชัย (พงศ. ๑๑๓๖). (เทียบ ข. กต่ ว่า จด).
กฎกระทรวง	๒๕๔๒	(กฎ) น. บทบัญญัติที่รัฐมนตรีว่าการกระทรวงออกโดยอาศัยอํานาจตามพระราชบัญญัติ หรือบทบัญญัติแห่งกฎหมายที่มีฐานะเท่าพระราชบัญญัติ เป็นต้นว่า ประมวลกฎหมาย พระราชกําหนด, เดิมเรียกว่า กฎเสนาบดี.
กฎกระทรวง	๒๕๕๔	ข้อกำหนดที่รัฐมนตรีว่าการกระทรวงออกโดยอาศัยอำนาจตามกฎหมายที่ให้ออกกฎกระทรวง, เดิมเรียกว่า กฎเสนาบดี ถ้าเป็นข้อกำหนดที่นายกรัฐมนตรีออก เรียกว่า กฎสำนักนายกรัฐมนตรี.
กฎกระทรวง	๒๕๖๙	(กฎ) ข้อกำหนดที่รัฐมนตรีออกโดยอาศัยอำนาจตามกฎหมายที่ให้ออกกฎกระทรวง, เดิมเรียกว่า กฎเสนาบดี ถ้าเป็นข้อกำหนดที่นายกรัฐมนตรีออกในฐานะเจ้ากระทรวงของสำนักนายกรัฐมนตรี เรียกว่า กฎสำนักนายกรัฐมนตรี.
กฎข้อบังคับ	๒๕๔๒	(กฎ) น. บทบัญญัติที่เป็นชั้นข้อบังคับซึ่งกําหนดขึ้นไว้เป็นระเบียบในการปฏิบัติหรือดําเนินการตามกฎหมาย, ปัจจุบันนิยมใช้ว่า ข้อบังคับ.
กฎข้อบังคับ	๒๕๕๔	ข้อกำหนดที่กำหนดไว้เป็นแนวทางหรือระเบียบในการปฏิบัติหรือดำเนินการตามกฎหมาย.
กฎข้อบังคับ	๒๕๖๙	(กฎ) ข้อกำหนดที่กำหนดไว้เป็นแนวทางหรือระเบียบในการปฏิบัติหรือดำเนินการตามกฎหมาย.
กฎจราจร	๒๕๖๙	(กฎ) กฎเกณฑ์ในการใช้รถหรือใช้ทางสัญจรที่กฎหมายหรือที่เจ้าพนักงานผู้มีอำนาจกำหนดขึ้น ซึ่งอาจกำหนดขึ้นใช้เฉพาะในท้องที่ หรือกำหนดขึ้นตามข้อตกลงสากล ทั้งนี้เพื่อประโยชน์แห่งความสะดวก ปลอดภัยของผู้ใช้รถหรือใช้ทางสัญจร.
กฎทบวง	๒๕๔๒	(กฎ) น. ข้อบัญญัติที่รัฐมนตรีว่าการทบวงออกโดยอาศัยอํานาจตามบทบัญญัติแห่งกฎหมายเช่นเดียวกับกฎกระทรวง.
กฎทบวง	๒๕๕๔	ข้อกำหนดที่รัฐมนตรีว่าการทบวงออกโดยอาศัยอำนาจตามกฎหมายที่ให้ออกกฎทบวง.
กฎทบวง	๒๕๖๙	(กฎ) ข้อกำหนดที่รัฐมนตรีว่าการทบวงออกโดยอาศัยอำนาจตามกฎหมายที่ให้ออกกฎทบวง.
กฎธรรมชาติ	๒๕๔๒	น. กฎในเรื่องธรรมชาติ.
กฎธรรมชาติ	๒๕๕๔	ความเป็นไปตามธรรมชาติของสิ่งทั้งหลาย.
กฎธรรมชาติ	๒๕๖๙	ความเป็นไปตามธรรมชาติของสิ่งทั้งหลาย.
กฎธรรมดา	๒๕๔๒	น. ข้อกําหนดระเบียบการปฏิบัติเนื่องจากธรรมดาวิสัยของมนุษย์และสังคม.
กฎธรรมดา	๒๕๕๔	ความเป็นไปตามปรกติวิสัยของมนุษย์และสังคม.
กฎธรรมดา	๒๕๖๙	ความเป็นไปตามปรกติวิสัยของมนุษย์และสังคม.
กฎบัตร	๒๕๔๒	(กฎ) น. ตราสารที่จัดตั้ง จัดระเบียบ และกําหนดอํานาจหน้าที่ขององค์การ.
กฎบัตร	๒๕๕๔	ตราสารที่จัดตั้ง จัดระเบียบ และกำหนดอำนาจหน้าที่ขององค์การ.
กฎบัตร	๒๕๖๙	(กฎ) ตราสารที่จัดตั้ง จัดระเบียบ และกำหนดอำนาจหน้าที่ขององค์การ.
กฎบัตรกฎหมาย	๒๕๔๒	(ปาก) น. กระบวนกฎหมาย, เชิงกฎหมาย.
กฎบัตรกฎหมาย	๒๕๕๔	กระบวนกฎหมาย, เชิงกฎหมาย.
กฎบัตรกฎหมาย	๒๕๖๙	(ปาก) กระบวนกฎหมาย.
กฎบัตรสหประชาชาติ	๒๕๔๒	น. ตราสารที่สถาปนาและจัดระเบียบองค์การระหว่างประเทศที่เรียกว่า องค์การสหประชาชาติ.
กฎบัตรสหประชาชาติ	๒๕๕๔	ตราสารที่สถาปนาและจัดระเบียบองค์การสหประชาชาติ.
กฎบัตรสหประชาชาติ	๒๕๖๙	(กฎ) ตราสารที่สถาปนาและจัดระเบียบองค์การสหประชาชาติ.
กฎมณเฑียรบาล	๒๕๔๒	(โบ) น. กฎมนเทียรบาล.
กฎมณเฑียรบาล	๒๕๕๔	กฎมนเทียรบาล.
กฎมณเฑียรบาล	๒๕๖๙	(กฎ) ข้อบัญญัติพิเศษเกี่ยวกับพระราชฐาน พระราชวงศ์ และระเบียบการปกครองในราชสำนัก, โบราณใช้ว่า กฎมณเทียรบาล หรือ กฎมนเทียรบาล ก็มี.
กฎมณเฑียรบาลว่าด้วยการสืบราชสันตติวงศ์	๒๕๕๔	กฎหมายที่วางหลักเกณฑ์เกี่ยวกับการสืบราชสมบัติ.
กฎมณเฑียรบาลว่าด้วยการสืบราชสันตติวงศ์	๒๕๖๙	(กฎ) กฎหมายที่วางหลักเกณฑ์เกี่ยวกับการสืบราชสมบัติ.
กฎมณเทียรบาล	๒๕๕๔	กฎมนเทียรบาล.
